,BORO,STORIES,FULLVAL,YEAR,LOT,BLDGCL,AVTOT2,Community_Board,Council_District,Lot_Area,Building_Area,Census_Tract,AVLAND2,EXLAND2,EXTOT2,EXCD2
31592,bor_1,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
47613,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
33231,bor_1,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_3,cmb_109,cds_7,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_2,extot2_3,extot2_3
17130,bor_1,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_3,extot2_3
31056,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_102,cds_1,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
71296,bor_4,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_408,cds_24,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
23814,bor_1,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
54543,bor_4,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_411,cds_23,lotarea_3,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
57762,bor_1,str_2,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_112,cds_10,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
56754,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
55635,bor_1,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_104,cds_3,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
10132,bor_2,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_207,cds_11,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_2,extot2_3,extot2_3
37216,bor_4,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
47423,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
16134,bor_1,str_3,val_3,yrs_3,lot_3,bcl_D4,transval_3,cmb_106,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
43587,bor_3,str_1,val_2,yrs_2,lot_2,bcl_R2,transval_2,cmb_306,cds_39,lotarea_2,buildingarea_2,census_1,avland2_2,exland2_1,extot2_1,extot2_1
49200,bor_1,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_110,cds_9,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
24392,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
31901,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
57884,bor_2,str_1,val_2,yrs_1,lot_2,bcl_C6,transval_2,cmb_202,cds_17,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
30640,bor_1,str_1,val_3,yrs_2,lot_1,bcl_M1,transval_3,cmb_101,cds_1,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
40750,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
28246,bor_3,str_1,val_1,yrs_2,lot_2,bcl_R4,transval_1,cmb_312,cds_44,lotarea_2,buildingarea_2,census_1,avland2_1,exland2_1,extot2_1,extot2_1
61266,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_3,buildingarea_3,census_2,avland2_3,exland2_3,extot2_3,extot2_3
12311,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_312,cds_40,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
21934,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_3,extot2_3,extot2_3
39810,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
49610,bor_2,str_1,val_2,yrs_1,lot_1,bcl_C1,transval_2,cmb_204,cds_16,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
50636,bor_2,str_1,val_3,yrs_1,lot_1,bcl_M4,transval_3,cmb_209,cds_18,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
20215,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
68127,bor_2,str_2,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_2,extot2_2,extot2_2
65329,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
61316,bor_3,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_3,cmb_311,cds_47,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_1,extot2_1,extot2_1
30225,bor_4,str_1,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_408,cds_24,lotarea_2,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
24281,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
52697,bor_3,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_314,cds_40,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_1,extot2_1,extot2_1
6877,bor_4,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_411,cds_19,lotarea_3,buildingarea_2,census_2,avland2_3,exland2_3,extot2_3,extot2_3
52882,bor_3,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
24415,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
45700,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
816,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
29302,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
64907,bor_1,str_3,val_3,yrs_1,lot_3,bcl_D4,transval_3,cmb_106,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
28317,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_312,cds_44,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_1,extot2_1,extot2_1
49067,bor_1,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
61145,bor_3,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_312,cds_39,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
37570,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_3,extot2_3,extot2_3
25431,bor_2,str_1,val_2,yrs_2,lot_1,bcl_C1,transval_2,cmb_205,cds_15,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_3,extot2_3
39961,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
17250,bor_1,str_3,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_109,cds_9,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
49185,bor_1,str_1,val_2,yrs_1,lot_1,bcl_C5,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
6413,bor_4,str_2,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_407,cds_19,lotarea_3,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
27325,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M1,transval_2,cmb_309,cds_35,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
57114,bor_1,str_2,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
60024,bor_2,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
38697,bor_1,str_1,val_2,yrs_2,lot_3,bcl_R2,transval_2,cmb_103,cds_2,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
18851,bor_3,str_1,val_2,yrs_3,lot_1,bcl_D4,transval_2,cmb_302,cds_33,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
12051,bor_3,str_1,val_2,yrs_3,lot_1,bcl_C6,transval_2,cmb_301,cds_34,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
13462,bor_4,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
28227,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
68791,bor_3,str_1,val_2,yrs_1,lot_2,bcl_D4,transval_2,cmb_308,cds_36,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
47925,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
35716,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M9,transval_2,cmb_301,cds_33,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
25240,bor_1,str_1,val_2,yrs_2,lot_1,bcl_C5,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
6883,bor_4,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_411,cds_23,lotarea_3,buildingarea_1,census_2,avland2_3,exland2_3,extot2_3,extot2_3
56021,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
45707,bor_4,str_2,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_407,cds_19,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
22108,bor_4,str_1,val_3,yrs_3,lot_1,bcl_M1,transval_3,cmb_411,cds_19,lotarea_2,buildingarea_1,census_2,avland2_3,exland2_3,extot2_3,extot2_3
18599,bor_2,str_1,val_1,yrs_3,lot_2,bcl_R4,transval_1,cmb_211,cds_13,lotarea_2,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
38132,bor_4,str_1,val_2,yrs_2,lot_1,bcl_M1,transval_2,cmb_412,cds_27,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
49367,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_7,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
13366,bor_4,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
25024,bor_1,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
52596,bor_3,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_301,cds_34,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
39717,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
47848,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
37016,bor_4,str_1,val_2,yrs_2,lot_2,bcl_C6,transval_2,cmb_403,cds_21,lotarea_2,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
22257,bor_4,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_413,cds_23,lotarea_3,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
15119,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
24070,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
66034,bor_1,str_1,val_2,yrs_1,lot_1,bcl_M1,transval_2,cmb_112,cds_7,lotarea_2,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
21742,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_2,avland2_3,exland2_3,extot2_3,extot2_3
2589,bor_2,str_1,val_2,yrs_3,lot_1,bcl_M9,transval_2,cmb_206,cds_17,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
57813,bor_1,str_1,val_2,yrs_1,lot_1,bcl_C6,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
62221,bor_4,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_409,cds_29,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
40906,bor_1,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_109,cds_7,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_2,extot2_2
54559,bor_4,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_411,cds_19,lotarea_3,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
7645,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_104,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
64053,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_105,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
1408,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
70160,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_404,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
45327,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_403,cds_21,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
9869,bor_2,str_1,val_3,yrs_3,lot_1,bcl_M1,transval_3,cmb_207,cds_11,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
7734,bor_1,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_102,cds_3,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
1357,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
57617,bor_1,str_1,val_2,yrs_1,lot_1,bcl_M3,transval_2,cmb_109,cds_7,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
20353,bor_3,str_1,val_2,yrs_3,lot_1,bcl_M1,transval_2,cmb_314,cds_44,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
6388,bor_4,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_3,buildingarea_1,census_2,avland2_3,exland2_3,extot2_3,extot2_3
8975,bor_1,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_108,cds_5,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_1,extot2_1,extot2_1
12790,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_315,cds_48,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
1111,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
12228,bor_3,str_1,val_2,yrs_3,lot_2,bcl_R2,transval_2,cmb_312,cds_39,lotarea_1,buildingarea_1,census_1,avland2_1,exland2_1,extot2_1,extot2_1
44663,bor_3,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_3,cmb_310,cds_43,lotarea_2,buildingarea_1,census_2,avland2_3,exland2_2,extot2_2,extot2_2
48701,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
4847,bor_3,str_1,val_2,yrs_3,lot_1,bcl_M1,transval_2,cmb_312,cds_44,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
33327,bor_1,str_2,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_112,cds_10,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
2575,bor_2,str_1,val_2,yrs_3,lot_1,bcl_C1,transval_2,cmb_204,cds_16,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
60313,bor_3,str_1,val_2,yrs_1,lot_2,bcl_R2,transval_2,cmb_306,cds_39,lotarea_2,buildingarea_2,census_1,avland2_1,exland2_1,extot2_1,extot2_1
11235,bor_3,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_302,cds_33,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
35206,bor_3,str_1,val_3,yrs_2,lot_1,bcl_C6,transval_3,cmb_307,cds_38,lotarea_2,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
40417,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_3,extot2_3,extot2_3
36426,bor_3,str_1,val_2,yrs_2,lot_2,bcl_M1,transval_2,cmb_314,cds_48,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
44479,bor_3,str_1,val_3,yrs_2,lot_1,bcl_M1,transval_3,cmb_307,cds_39,lotarea_2,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
12220,bor_3,str_1,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_307,cds_39,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
37262,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
61103,bor_3,str_1,val_2,yrs_1,lot_1,bcl_O8,transval_2,cmb_314,cds_40,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
21725,bor_4,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_407,cds_19,lotarea_3,buildingarea_3,census_2,avland2_3,exland2_3,extot2_3,extot2_3
45176,bor_4,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_403,cds_25,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
53454,bor_4,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_403,cds_25,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
1634,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_4,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
54869,bor_4,str_1,val_2,yrs_1,lot_2,bcl_C5,transval_2,cmb_414,cds_32,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_2,extot2_2
52949,bor_3,str_1,val_3,yrs_1,lot_1,bcl_C6,transval_3,cmb_311,cds_47,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
9610,bor_1,str_1,val_3,yrs_3,lot_2,bcl_D4,transval_3,cmb_112,cds_7,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
48746,bor_1,str_3,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_5,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
40670,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
41015,bor_1,str_1,val_2,yrs_2,lot_2,bcl_R2,transval_2,cmb_110,cds_9,lotarea_1,buildingarea_1,census_3,avland2_1,exland2_1,extot2_1,extot2_1
8987,bor_1,str_2,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
57652,bor_1,str_1,val_2,yrs_1,lot_1,bcl_D4,transval_2,cmb_109,cds_7,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_3,extot2_3
54671,bor_4,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_408,cds_24,lotarea_3,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
44558,bor_3,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_307,cds_39,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
43225,bor_2,str_2,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_208,cds_11,lotarea_3,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
29788,bor_4,str_1,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_407,cds_20,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_2,extot2_2,extot2_2
32487,bor_1,str_3,val_3,yrs_2,lot_2,bcl_D4,transval_3,cmb_108,cds_4,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
45259,bor_4,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_403,cds_21,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_1,extot2_1
66362,bor_2,str_1,val_2,yrs_1,lot_2,bcl_C6,transval_2,cmb_202,cds_17,lotarea_1,buildingarea_1,census_3,avland2_2,exland2_1,extot2_2,extot2_2
70510,bor_4,str_1,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_406,cds_29,lotarea_2,buildingarea_2,census_3,avland2_3,exland2_3,extot2_3,extot2_3
48452,bor_1,str_2,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_108,cds_4,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_2,extot2_2,extot2_2
52354,bor_3,str_1,val_2,yrs_1,lot_3,bcl_R2,transval_2,cmb_302,cds_35,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
57928,bor_2,str_1,val_2,yrs_1,lot_1,bcl_C1,transval_2,cmb_204,cds_16,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
28248,bor_3,str_1,val_2,yrs_2,lot_1,bcl_M9,transval_2,cmb_315,cds_44,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
24788,bor_1,str_1,val_2,yrs_2,lot_1,bcl_C6,transval_2,cmb_107,cds_7,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_2,extot2_2,extot2_2
45405,bor_4,str_2,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_406,cds_29,lotarea_3,buildingarea_3,census_3,avland2_3,exland2_3,extot2_3,extot2_3
56316,bor_1,str_3,val_3,yrs_1,lot_2,bcl_D4,transval_3,cmb_107,cds_6,lotarea_2,buildingarea_2,census_1,avland2_3,exland2_3,extot2_3,extot2_3
4934,bor_3,str_1,val_2,yrs_3,lot_1,bcl_M3,transval_2,cmb_312,cds_44,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_3,extot2_3
2498,bor_2,str_1,val_2,yrs_3,lot_2,bcl_C6,transval_2,cmb_205,cds_14,lotarea_1,buildingarea_1,census_1,avland2_2,exland2_1,extot2_2,extot2_2
7416,bor_1,str_1,val_3,yrs_3,lot_1,bcl_C6,transval_3,cmb_103,cds_2,lotarea_1,buildingarea_1,census_2,avland2_3,exland2_3,extot2_3,extot2_3
40970,bor_1,str_3,val_3,yrs_2,lot_1,bcl_D4,transval_3,cmb_107,cds_7,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
65659,bor_1,str_1,val_3,yrs_1,lot_1,bcl_D4,transval_3,cmb_109,cds_7,lotarea_1,buildingarea_1,census_3,avland2_3,exland2_2,extot2_2,extot2_2
7826,bor_1,str_3,val_3,yrs_3,lot_1,bcl_D4,transval_3,cmb_106,cds_2,lotarea_1,buildingarea_1,census_1,avland2_3,exland2_3,extot2_3,extot2_3
